mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_max_iter,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.02168693542480469,0.0023901226494401095,0.006277656555175782,0.000799601996053608,0.1,balanced,1000,l2,liblinear,"{'C': 0.1, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.7883414295628036,0.7904278462654097,0.7900355871886121,0.7881773399014779,0.7921795800144823,0.789832356586557,0.001474266738001074,27
0.022469139099121092,0.0030789677253791592,0.006724405288696289,0.001086267662563409,1.0,,500,l1,liblinear,"{'C': 1, 'class_weight': None, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.7939560439560439,0.7916964924838941,0.7912860154602952,0.7902097902097902,0.8034310221586848,0.7941158728537416,0.004814904520601584,3
0.02094855308532715,0.0024957374099963403,0.005906009674072265,0.00032175527041611584,1.0,,500,l2,liblinear,"{'C': 1, 'class_weight': None, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.793127147766323,0.7887931034482759,0.790436005625879,0.7907627711686495,0.8017179670722978,0.792967399016285,0.004588922333156491,17
0.021474266052246095,0.0015850063021575539,0.006141567230224609,0.0007321482261422426,1.0,,1000,l1,liblinear,"{'C': 1, 'class_weight': None, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.7939560439560439,0.7916964924838941,0.7912860154602952,0.7902097902097902,0.8034310221586848,0.7941158728537416,0.004814904520601584,3
0.022534275054931642,0.004079242215702979,0.0065749168395996095,0.0005602466368109592,1.0,,1000,l2,liblinear,"{'C': 1, 'class_weight': None, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.793127147766323,0.7887931034482759,0.790436005625879,0.7907627711686495,0.8017179670722978,0.792967399016285,0.004588922333156491,17
0.0241696834564209,0.002537002450085593,0.006436443328857422,0.0009984127121130432,1.0,balanced,500,l1,liblinear,"{'C': 1, 'class_weight': 'balanced', 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.7950481430536451,0.7904967602591793,0.7912552891396333,0.7904695164681149,0.8014336917562724,0.793740680135369,0.0042022037881285276,5
0.02182168960571289,0.00270041153494994,0.006207323074340821,0.0007693987728853933,1.0,balanced,500,l2,liblinear,"{'C': 1, 'class_weight': 'balanced', 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.7936507936507936,0.7901946647440519,0.78954802259887,0.7890679747722494,0.8020086083213773,0.7928940128174684,0.004832582459046957,19
0.023558950424194335,0.003032147479224601,0.0074767589569091795,0.0016894115715135498,1.0,balanced,1000,l1,liblinear,"{'C': 1, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.7950481430536451,0.7904967602591793,0.7912552891396333,0.7904695164681149,0.8014336917562724,0.793740680135369,0.0042022037881285276,5
0.02678365707397461,0.00472251808301107,0.009277009963989257,0.0018744277795437266,1.0,balanced,1000,l2,liblinear,"{'C': 1, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.7936507936507936,0.7901946647440519,0.78954802259887,0.7890679747722494,0.8020086083213773,0.7928940128174684,0.004832582459046957,19
0.027838659286499024,0.003398338631792684,0.010245609283447265,0.0017453476817699876,10.0,,500,l1,liblinear,"{'C': 10, 'class_weight': None, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.793127147766323,0.7905308464849354,0.7912860154602952,0.7902097902097902,0.8034310221586848,0.7937169644160057,0.004961288798629789,7
0.03239984512329101,0.004408747503291558,0.011266326904296875,0.0020072623637456223,10.0,,500,l2,liblinear,"{'C': 10, 'class_weight': None, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.793127147766323,0.7905308464849354,0.7912860154602952,0.7902097902097902,0.8034310221586848,0.7937169644160057,0.004961288798629789,7
0.03508949279785156,0.0010215907887246084,0.011295080184936523,0.0015670523422650383,10.0,,1000,l1,liblinear,"{'C': 10, 'class_weight': None, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.793127147766323,0.7905308464849354,0.7912860154602952,0.7902097902097902,0.8034310221586848,0.7937169644160057,0.004961288798629789,7
0.032959365844726564,0.0035054458225539393,0.00996556282043457,0.00048139061239839897,10.0,,1000,l2,liblinear,"{'C': 10, 'class_weight': None, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.793127147766323,0.7905308464849354,0.7912860154602952,0.7902097902097902,0.8034310221586848,0.7937169644160057,0.004961288798629789,7
0.033776140213012694,0.0009771628508869156,0.009141969680786132,0.00032483088697541664,10.0,balanced,500,l1,liblinear,"{'C': 10, 'class_weight': 'balanced', 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.7928423950447351,0.7904967602591793,0.7906976744186046,0.7899159663865546,0.8022922636103151,0.7932490119438776,0.004629020267749434,13
0.03211135864257812,0.001453559927977134,0.008702802658081054,0.0010905198400178184,10.0,balanced,500,l2,liblinear,"{'C': 10, 'class_weight': 'balanced', 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.7933884297520661,0.7910662824207493,0.7906976744186046,0.7899159663865546,0.8022922636103151,0.793472123317658,0.004559249250225465,11
0.027636051177978516,0.0037829395153976255,0.007417821884155273,0.0010876862178213357,10.0,balanced,1000,l1,liblinear,"{'C': 10, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.7928423950447351,0.7904967602591793,0.7906976744186046,0.7899159663865546,0.8022922636103151,0.7932490119438776,0.004629020267749434,13
0.022528982162475585,0.0025775700890528983,0.0056263446807861325,0.000123443700769148,10.0,balanced,1000,l2,liblinear,"{'C': 10, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.7933884297520661,0.7910662824207493,0.7906976744186046,0.7899159663865546,0.8022922636103151,0.793472123317658,0.004559249250225465,11
